0,0
0.0050251,0.0050257
0.01005,0.010051
0.015075,0.015077
0.020101,0.020102
0.025126,0.025127
0.030151,0.030153
0.035176,0.035179
0.040201,0.040204
0.045226,0.04523
0.050251,0.050256
0.055276,0.055282
0.060302,0.060307
0.065327,0.065332
0.070352,0.070357
0.075377,0.075382
0.080402,0.080406
0.085427,0.085431
0.090452,0.090457
0.095477,0.095484
0.1005,0.10051
0.10553,0.10554
0.11055,0.11057
0.11558,0.11559
0.1206,0.12062
0.12563,0.12564
0.13065,0.13066
0.13568,0.13568
0.1407,0.1407
0.14573,0.14573
0.15075,0.15075
0.15578,0.15578
0.1608,0.16082
0.16583,0.16585
0.17085,0.17089
0.17588,0.17592
0.1809,0.18095
0.18593,0.18597
0.19095,0.19098
0.19598,0.19598
0.20101,0.20098
0.20603,0.20598
0.21106,0.211
0.21608,0.21603
0.22111,0.22109
0.22613,0.22618
0.23116,0.23127
0.23618,0.23635
0.24121,0.2414
0.24623,0.24642
0.25126,0.25137
0.25628,0.25627
0.26131,0.26114
0.26633,0.26603
0.27136,0.27097
0.27638,0.276
0.28141,0.28116
0.28643,0.28646
0.29146,0.29183
0.29648,0.29719
0.30151,0.30244
0.30653,0.30751
0.31156,0.3123
0.31658,0.31676
0.32161,0.321
0.32663,0.32524
0.33166,0.32966
0.33668,0.33447
0.34171,0.33988
0.34673,0.34606
0.35176,0.35283
0.35678,0.35974
0.36181,0.3663
0.36683,0.37206
0.37186,0.37653
0.37688,0.37928
0.38191,0.38045
0.38693,0.38109
0.39196,0.38229
0.39698,0.38515
0.40201,0.39075
0.40704,0.40021
0.41206,0.41364
0.41709,0.42877
0.42211,0.44293
0.42714,0.45347
0.43216,0.45772
0.43719,0.45303
0.44221,0.43849
0.44724,0.42162
0.45226,0.4125
0.45729,0.42121
0.46231,0.45783
0.46734,0.53243
0.47236,0.65334
0.47739,0.81185
0.48241,0.98973
0.48744,1.1686
0.49246,1.3302
0.49749,1.4562
0.50251,1.4612
0.50754,1.3453
0.51256,1.1938
0.51759,1.0249
0.52261,0.85707
0.52764,0.70861
0.53266,0.59776
0.53769,0.53321
0.54271,0.50664
0.54774,0.50798
0.55276,0.52714
0.55779,0.55406
0.56281,0.57866
0.56784,0.5934
0.57286,0.5992
0.57789,0.59871
0.58291,0.5946
0.58794,0.58952
0.59296,0.58614
0.59799,0.58673
0.60302,0.59118
0.60804,0.59837
0.61307,0.60722
0.61809,0.61663
0.62312,0.62551
0.62814,0.63282
0.63317,0.63839
0.63819,0.64268
0.64322,0.64617
0.64824,0.64932
0.65327,0.65259
0.65829,0.65646
0.66332,0.6611
0.66834,0.66634
0.67337,0.67197
0.67839,0.67779
0.68342,0.6836
0.68844,0.68919
0.69347,0.69445
0.69849,0.69943
0.70352,0.70422
0.70854,0.70891
0.71357,0.71359
0.71859,0.71835
0.72362,0.72324
0.72864,0.72826
0.73367,0.73337
0.73869,0.73853
0.74372,0.74371
0.74874,0.74886
0.75377,0.75395
0.75879,0.75899
0.76382,0.76399
0.76884,0.76896
0.77387,0.77392
0.77889,0.77888
0.78392,0.78387
0.78894,0.78888
0.79397,0.79392
0.79899,0.79897
0.80402,0.80402
0.80905,0.80907
0.81407,0.81411
0.8191,0.81914
0.82412,0.82417
0.82915,0.82918
0.83417,0.83419
0.8392,0.83921
0.84422,0.84422
0.84925,0.84924
0.85427,0.85427
0.8593,0.8593
0.86432,0.86433
0.86935,0.86936
0.87437,0.87439
0.8794,0.87941
0.88442,0.88444
0.88945,0.88946
0.89447,0.89448
0.8995,0.89951
0.90452,0.90453
0.90955,0.90955
0.91457,0.91458
0.9196,0.9196
0.92462,0.92463
0.92965,0.92965
0.93467,0.93468
0.9397,0.9397
0.94472,0.94473
0.94975,0.94975
0.95477,0.95478
0.9598,0.9598
0.96482,0.96483
0.96985,0.96985
0.97487,0.97488
0.9799,0.9799
0.98492,0.98493
0.98995,0.98995
0.99497,0.99498
1,1
