0,0
0.0050251,0.0036988
0.01005,0.0091469
0.015075,0.015368
0.020101,0.021669
0.025126,0.027602
0.030151,0.032928
0.035176,0.037583
0.040201,0.041637
0.045226,0.04526
0.050251,0.048684
0.055276,0.052168
0.060302,0.055959
0.065327,0.060259
0.070352,0.065188
0.075377,0.070776
0.080402,0.07698
0.085427,0.08369
0.090452,0.090752
0.095477,0.09798
0.1005,0.10517
0.10553,0.11211
0.11055,0.1186
0.11558,0.12449
0.1206,0.12963
0.12563,0.13397
0.13065,0.1375
0.13568,0.14029
0.1407,0.1425
0.14573,0.14432
0.15075,0.14598
0.15578,0.14773
0.1608,0.14983
0.16583,0.15253
0.17085,0.15605
0.17588,0.16058
0.1809,0.16622
0.18593,0.17305
0.19095,0.18102
0.19598,0.19
0.20101,0.19977
0.20603,0.21002
0.21106,0.22042
0.21608,0.23059
0.22111,0.24014
0.22613,0.24873
0.23116,0.25601
0.23618,0.26172
0.24121,0.26569
0.24623,0.26781
0.25126,0.26814
0.25628,0.26685
0.26131,0.26428
0.26633,0.26088
0.27136,0.25719
0.27638,0.25378
0.28141,0.25126
0.28643,0.25021
0.29146,0.25118
0.29648,0.25461
0.30151,0.26082
0.30653,0.26999
0.31156,0.28211
0.31658,0.29694
0.32161,0.31399
0.32663,0.33259
0.33166,0.35186
0.33668,0.37087
0.34171,0.3886
0.34673,0.40408
0.35176,0.41638
0.35678,0.42472
0.36181,0.42851
0.36683,0.42737
0.37186,0.42126
0.37688,0.41046
0.38191,0.39569
0.38693,0.37806
0.39196,0.359
0.39698,0.34016
0.40201,0.32336
0.40704,0.31043
0.41206,0.30316
0.41709,0.3032
0.42211,0.31197
0.42714,0.33055
0.43216,0.35961
0.43719,0.39929
0.44221,0.44913
0.44724,0.50802
0.45226,0.57425
0.45729,0.64566
0.46231,0.71972
0.46734,0.79372
0.47236,0.86483
0.47739,0.93027
0.48241,0.98739
0.48744,1.0338
0.49246,1.0677
0.49749,1.0875
0.50251,1.0925
0.50754,1.0828
0.51256,1.059
0.51759,1.0226
0.52261,0.97549
0.52764,0.92011
0.53266,0.85905
0.53769,0.7951
0.54271,0.73108
0.54774,0.66973
0.55276,0.61355
0.55779,0.56471
0.56281,0.52491
0.56784,0.49528
0.57286,0.47628
0.57789,0.46775
0.58291,0.46903
0.58794,0.47903
0.59296,0.49636
0.59799,0.51934
0.60302,0.54619
0.60804,0.57508
0.61307,0.60419
0.61809,0.63187
0.62312,0.65669
0.62814,0.67754
0.63317,0.6937
0.63819,0.70489
0.64322,0.71116
0.64824,0.71286
0.65327,0.71061
0.65829,0.70518
0.66332,0.6975
0.66834,0.68855
0.67337,0.67932
0.67839,0.67078
0.68342,0.66377
0.68844,0.65899
0.69347,0.65693
0.69849,0.6578
0.70352,0.66164
0.70854,0.66827
0.71357,0.67735
0.71859,0.68844
0.72362,0.70101
0.72864,0.71447
0.73367,0.72822
0.73869,0.74167
0.74372,0.75429
0.74874,0.76563
0.75377,0.77535
0.75879,0.78327
0.76382,0.78936
0.76884,0.7937
0.77387,0.79646
0.77889,0.79793
0.78392,0.79843
0.78894,0.79831
0.79397,0.79796
0.79899,0.79776
0.80402,0.79804
0.80905,0.79911
0.81407,0.80119
0.8191,0.80442
0.82412,0.80882
0.82915,0.81434
0.83417,0.82087
0.8392,0.82822
0.84422,0.83617
0.84925,0.84447
0.85427,0.85286
0.8593,0.86109
0.86432,0.86894
0.86935,0.87619
0.87437,0.88271
0.8794,0.88843
0.88442,0.89333
0.88945,0.8975
0.89447,0.90105
0.8995,0.90416
0.90452,0.90702
0.90955,0.90985
0.91457,0.91284
0.9196,0.91618
0.92462,0.92002
0.92965,0.92448
0.93467,0.92961
0.9397,0.93536
0.94472,0.94161
0.94975,0.94818
0.95477,0.95481
0.9598,0.96124
0.96482,0.96723
0.96985,0.97263
0.97487,0.97735
0.9799,0.98147
0.98492,0.98522
0.98995,0.98905
0.99497,0.99365
1,1
