0,0
0.3,3.8759e-06
0.6,-3.6548e-06
0.9,-2.183e-05
1.2,-4.9943e-05
1.5,-8.7354e-05
1.8,-0.00013354
2.1,-0.00018807
2.4,-0.00025063
2.7,-0.000321
3,-0.000399
3.3,-0.00048452
3.6,-0.00057748
3.9,-0.00067781
4.2,-0.00078544
4.5,-0.00090035
4.8,-0.0010225
5.1,-0.0011517
5.4,-0.0012882
5.7,-0.0014316
6,-0.0015821
6.3,-0.0017396
6.6,-0.0019041
6.9,-0.0020754
7.2,-0.0022535
7.5,-0.0024385
7.8,-0.0026301
8.1,-0.0028285
8.4,-0.0030335
8.7,-0.003245
9,-0.0034631
9.3,-0.0036878
9.6,-0.0039188
9.9,-0.0041562
10.2,-0.0044
10.5,-0.00465
10.8,-0.0049063
11.1,-0.0051688
11.4,-0.0054374
11.7,-0.0057121
12,-0.0059929
12.3,-0.0062796
12.6,-0.0065723
12.9,-0.0068708
13.2,-0.0071752
13.5,-0.0074854
13.8,-0.0078013
14.1,-0.0081229
14.4,-0.0084502
14.7,-0.008783
15,-0.0091214
15.3,-0.0094653
15.6,-0.0098146
15.9,-0.010169
16.2,-0.010529
16.5,-0.010895
16.8,-0.011265
17.1,-0.011641
17.4,-0.012022
17.7,-0.012408
18,-0.012799
18.3,-0.013195
18.6,-0.013596
18.9,-0.014002
19.2,-0.014412
19.5,-0.014828
19.8,-0.015248
20.1,-0.015673
20.4,-0.016103
20.7,-0.016537
21,-0.016975
21.3,-0.017419
21.6,-0.017866
21.9,-0.018318
22.2,-0.018774
22.5,-0.019235
22.8,-0.0197
23.1,-0.020169
23.4,-0.020642
23.7,-0.02112
24,-0.021601
24.3,-0.022086
24.6,-0.022576
24.9,-0.023069
25.2,-0.023566
25.5,-0.024067
25.8,-0.024571
26.1,-0.025079
26.4,-0.025591
26.7,-0.026107
27,-0.026626
27.3,-0.027148
27.6,-0.027674
27.9,-0.028204
28.2,-0.028736
28.5,-0.029272
28.8,-0.029812
29.1,-0.030354
29.4,-0.0309
29.7,-0.031448
30,-0.032
30.3,-0.032555
30.6,-0.033112
30.9,-0.033673
31.2,-0.034236
31.5,-0.034802
31.8,-0.035371
32.1,-0.035943
32.4,-0.036517
32.7,-0.037094
33,-0.037674
33.3,-0.038255
33.6,-0.03884
33.9,-0.039427
34.2,-0.040016
34.5,-0.040607
34.8,-0.041201
35.1,-0.041796
35.4,-0.042394
35.7,-0.042995
36,-0.043597
36.3,-0.044201
36.6,-0.044807
36.9,-0.045415
37.2,-0.046025
37.5,-0.046636
37.8,-0.047249
38.1,-0.047865
38.4,-0.048481
38.7,-0.049099
39,-0.049719
39.3,-0.050341
39.6,-0.050963
39.9,-0.051588
40.2,-0.052213
40.5,-0.05284
40.8,-0.053468
41.1,-0.054097
41.4,-0.054728
41.7,-0.055359
42,-0.055992
42.3,-0.056625
42.6,-0.05726
42.9,-0.057895
43.2,-0.058532
43.5,-0.059169
43.8,-0.059807
44.1,-0.060445
44.4,-0.061084
44.7,-0.061724
45,-0.062365
45.3,-0.063006
45.6,-0.063648
45.9,-0.06429
46.2,-0.064932
46.5,-0.065574
46.8,-0.066216
47.1,-0.066857
47.4,-0.067497
47.7,-0.068136
48,-0.068772
